,title,rating,cook_time,calories,sodium,fat,protein,carbs,fiber,personal_rating,ingredients,links
94,Balsamic Roast Beef,4.5,240,670.0,430.0,47.0,50.0,7.0,0.0,"[['Emily Robinson', 4], ['Charles Tribbey', 5], ['HandyLineCook', 5], ['Kathleen H.', 4], ['Teresa Price', 2], ['Maddy', 5], ['B E', 5], ['Reem Ibrahim', 5], ['Mariana Cordon', 4], ['Greythorne', 5], ['Blaine Bolze', 4], ['Bob', 5], ['Samuel B.', 5], ['Akasha Howerton', 5], ['Barrett', 5], ['AnonAnon A.', 3], ['Holly Z.', 5], ['Sommer', 5], ['Robertson', 5], ['weston', 5], ['Austin', 5], ['Jimmy Moreau', 5], ['York', 5], ['Aubrey P.', 1], ['Gina Schwartz', 3], ['Jessica Primous Primous', 5], ['Julie', 4], ['T.A. D.', 5], ['Dannielle V.', 5], ['Vladimir Vieira', 5]]","[['4', 'pounds', 'beef chuck'], ['1', 'cup', 'beef broth'], ['1/2', 'cup', 'balsamic vinegar'], ['1', 'tablespoon', 'worcestershire sauce'], ['1', 'tablespoon', 'soy sauce'], ['1', 'tablespoon', 'honey'], ['1/2', 'teaspoon', 'red pepper flakes'], ['4', 'cloves', 'garlic']]",https://www.yummly.com/recipe/Balsamic-Roast-Beef-2067465
95,Cowboy Breakfast Skillet,4.5,35,170.0,450.0,5.0,9.0,22.0,3.0,"[['Pang', 5], ['Suzy', 4], ['drea copley', 4], ['Jami Biehl', 5], ['whitney jensen', 5], ['14c67fe1-580f-41c4-8694-b30abd78e2cf', 2], ['Makensie', 5], ['Vulp', 5], ['Nicole', 5]]","[['1', 'pound', 'breakfast sausage'], ['3', None, 'red potatoes'], ['1/2', 'teaspoon', 'kosher salt'], ['1/4', 'teaspoon', 'ground black pepper'], ['1/4', 'teaspoon', 'garlic powder'], ['4', None, 'eggs'], [None, None, 'hot sauce'], [None, None, 'Italian parsley']]",https://www.yummly.com/recipe/Cowboy-Breakfast-Skillet-2458060
96,Quick & Easy French Toast Casserole,4.5,55,440.0,480.0,9.0,14.0,77.0,0.0,"[['Yari', 5], ['Kim', 3], ['Cheryl', 5], ['Jo', 4], ['Katherine E.', 5]]","[['5', 'cups', 'challah bread'], ['5', None, 'eggs'], ['2', 'cups', 'milk'], ['3', 'tablespoons', 'sugar'], ['1', 'teaspoon', 'vanilla'], ['1/2', 'teaspoon', 'salt'], ['1', 'teaspoon', 'cinnamon'], ['1', 'cup', 'maple syrup'], [None, None, 'brown sugar']]",https://www.yummly.com/recipe/Quick-_-Easy-French-Toast-Casserole-9089639
97,Ground Beef Mummy Bread,4.5,20,830.0,1350.0,43.0,43.0,65.0,5.0,"[['Linda Nuva', 1], ['Kristy Del Monte', 5], ['Roxanne', 5], ['Marie Ski', 5], ['Anita Break', 5]]","[['1', 'pound', 'ground beef'], ['1', None, 'green bell pepper'], ['1', None, 'red bell pepper'], ['1', None, 'small onion'], ['1/2', 'cup', 'creamy italian dressing'], ['1', 'pound', 'Italian bread'], ['6', 'ounces', 'provolone cheese']]",https://www.yummly.com/recipe/Ground-Beef-Mummy-Bread-2455319
98,Easy Keto Bacon-Garlic Asparagus,4.5,25,130.0,180.0,9.0,5.0,6.0,3.0,"[['Matthew Penland', 5], ['Kirsty Walker', 5], ['Alexandria L.', 5], ['ghhj', 5], ['Sheryl Clohesy', 5], ['Clarence Hurt', 5], ['Danny Jarman', 4], ['Trace M.', 4], ['Anna G.', 4], ['Ph', 3], ['jac', 3], ['Jessica Wysocki', 4], ['Jessica G.', 3]]","[['3', 'strips', 'bacon'], ['2', 'cloves', 'garlic'], ['1 1/4', 'pounds', 'asparagus']]",https://www.yummly.com/recipe/Easy-Keto-Bacon-Garlic-Asparagus-9029415
99,Garlic Butter Quinoa,4.5,20,390.0,1180.0,11.0,12.0,59.0,6.0,"[['Brittany', 5], ['Cesar Cedeño', 5], ['mpmg85', 5], ['Ala', 5], ['Stephanie Brown', 3], ['Jacob Estrada', 4], ['Darrian West', 5], ['Jacki Wilson', 3], ['Hansen', 4], ['Réka Flórián', 4], ['Kristina L.', 5], ['Adrian', 5], ['Stephanie C.', 5]]","[['2', 'cups', 'quinoa'], ['2', 'tablespoons', 'butter'], ['8', 'cloves', 'garlic'], ['1', None, 'salt'], ['1/4', 'teaspoon', 'ground black pepper'], ['4', 'cups', 'vegetable broth'], ['1/4', 'cup', 'parsley']]",https://www.yummly.com/recipe/Garlic-Butter-Quinoa-2421550
100,Light Orange Cake,2.5,75,180.0,260.0,4.5,7.0,29.0,3.0,"[['Rhonda O.', 4], ['Doering', 2], ['Beth', 4], ['ldaiken', 5], ['Leonie', 1], ['Tylline Morgan', 1]]","[['2', None, 'oranges'], ['5', None, 'eggs'], ['1/2', 'cup', 'flour'], ['1/3', 'cup', 'sugar'], ['2', 'tablespoons', 'Jagermeister Liqueur'], ['1/2', 'teaspoon', 'salt']]",https://www.yummly.com/recipe/Light-Orange-Cake-782468
101,Slow-cooked Souperior Meatloaf,4.5,240,300.0,270.0,19.0,24.0,8.0,0.0,"[['ExpertHomeCook', 5], ['Hank Hill', 2], ['nicola', 5], ['Jeanette', 5], ['Gloria P.', 5], ['judy r.', 4], ['Kendra M', 4], ['Nancy Herrera', 5], ['Erika W.', 5], ['Melea Mastin', 5], ['Perrot', 5], ['Hudson', 5], ['Samantha', 5], ['Denise W.', 5], ['Jerry G.', 5], ['Barbara J.', 4], ['Diane W.', 5], ['Tom M.', 5], ['Mary S.', 5], ['Kevin C.', 4], ['Hedy N.', 5], ['Rebecca K.', 5], ['Amanda A.', 5], ['Chris E.', 4], ['theresa b.', 4], ['Helen D.', 4], ['george b.', 4], ['Lucy M.', 4], ['Trent M.', 5], ['Michele W.', 5]]","[['1', 'envelope', 'lipton recipe secrets onion soup mix'], ['2', 'pounds', 'ground beef'], ['3/4', 'cup', 'fresh bread crumbs'], ['2', None, 'eggs'], ['3/4', 'cup', 'water'], ['1/3', 'cup', 'ketchup']]",https://www.yummly.com/recipe/Slow-cooked-souperior-meatloaf-302982
102,Mediterranean Quinoa Bowl,4.5,35,420.0,590.0,25.0,14.0,41.0,11.0,"[['Sam Rosiek', 4], ['Susanne Thomas', 5], ['Exalted One', 5], ['Jenn Wanders', 5], ['Jo Griffith', 5], ['Tatyana Peterson', 4], ['Meaghan', 5], ['Andra Bărbulescu', 5], ['manijeh z.', 4], ['Rahram', 5], ['becky r.', 5], ['Dominique Mikell', 5], ['Glenda', 4]]","[['2/3', 'cup', 'quinoa'], ['1', 'cup', 'canned chickpeas'], ['3', None, 'mini cucumbers'], ['2', 'cups', 'cherry tomatoes'], ['1/4', None, 'red onion'], ['2', 'tablespoons', 'cider vinegar'], ['2', 'tablespoons', 'extra virgin olive oil'], ['2', 'teaspoons', 'oregano'], ['1/4', 'teaspoon', 'salt'], ['1', None, 'avocado'], ['2/3', 'cup', 'crumbled feta'], ['8', None, 'kalamata olives'], ['1/2', 'cup', 'hummus']]",https://www.yummly.com/recipe/Mediterranean-Quinoa-Bowl-2602267
103,Crock Pot Chicken Enchilada Soup,4.0,240,320.0,1200.0,14.0,21.0,29.0,9.0,"[['Neel', 5], ['Natalie Norris', 5], ['Cari', 5], ['Carla D71', 5], ['kim holmes', 4], ['Cruz Esquivel', 4], ['Bridgette Lang', 5], ['Jessica', 4], ['SuperstarCook', 5], ['Jackie Lott', 5], ['Robbins', 5], ['Amy', 5], ['Amber R.', 5], ['J2K', 5], ['prado', 5], ['Hi Julie', 5], ['Sam C.', 4], ['Samanda A.', 5], ['Libby Radford', 5], ['Stacy G.', 5], ['Nelly Gonzalez', 3], ['Bethany B.', 5], ['Vanessa Redman', 5], ['Sharee Lynn', 5], ['lee l.', 5]]","[['2', 'teaspoons', 'olive oil'], ['1/2', 'cup', 'onion'], ['3', 'cloves', 'garlic'], ['3', 'cups', 'less sodium chicken broth'], ['8', 'ounces', 'tomato sauce'], ['2', 'teaspoons', 'chipotle chili in adobo sauce'], ['1/4', 'cup', 'chopped cilantro'], ['15', 'ounces', 'black beans'], ['14 1/2', 'ounces', 'petite diced tomatoes'], ['2', 'cups', 'frozen corn'], ['1', 'teaspoon', 'cumin'], ['1/2', 'teaspoon', 'dried oregano'], ['2', None, 'skinless chicken breasts'], ['3/4', 'cup', 'cheddar cheese'], ['1/4', 'cup', 'scallions'], ['1/4', 'cup', 'chopped cilantro'], ['4', 'ounces', 'Haas avocado'], ['6', 'tablespoons', 'reduced fat sour cream']]",https://www.yummly.com/recipe/Crock-Pot-Chicken-Enchilada-Soup-2250572
104,Mexican Quinoa,4.5,35,140.0,270.0,3.5,6.0,24.0,3.0,"[['Joshua Bibbee', 5], ['Joanne', 5], ['Heather Millikan', 5], ['Dome', 5], ['Barbara S.', 5], ['Sue S.', 4], ['Nick Polito', 5], ['odessa f.', 5], ['akilah b.', 5], ['Burma S.', 4], ['yuliya bandurovych', 4], ['Katie Pierce', 5], ['Jean-Marc G.', 4], ['Corin hall', 4], ['Kristin Marie', 5], ['Fiona Yang', 4], ['reham.khaled', 5], ['Katie Baker', 5], ['Chrissy Nyain', 5], ['Mackenzie B.', 5], ['Chris H.', 3], ['Bhandal', 4], ['Nannette S.', 5], ['Ryan F.', 5], ['stacey V.', 5], ['Casey L.', 5], ['Wanda C.', 5], ['Kate C.', 3], ['Emily Davenport', 4], ['Cheri C.', 5]]","[['1', 'tablespoon', 'olive oil'], ['2', None, 'garlic cloves'], ['1 1/4', 'cups', 'reduced sodium chicken broth'], ['1', 'cup', 'quinoa'], ['14 1/2', 'ounces', 'diced tomatoes with green chilies'], ['15 1/2', 'ounces', 'pinto beans'], ['1 1/2', 'cups', 'frozen corn kernels'], ['1/2', 'teaspoon', 'cumin'], ['1/2', 'teaspoon', 'salt'], ['1/4', 'cup', 'chopped fresh cilantro']]",https://www.yummly.com/recipe/Mexican-Quinoa-2665911
105,5 Ingredient Peanut Butter Energy Bites,4.5,10,210.0,100.0,13.0,7.0,21.0,4.0,"[['Ashley', 5], ['Mary', 5], ['Bobbi C.', 5], ['Caitlin Ribolli', 5], ['Robert Kelly', 4], ['Scott Lansberry', 4], ['Jess', 5], ['Clark', 5], ['Nick', 5], ['Niemczycka', 4], ['Allison Mary', 3], ['Hethcoat', 5], ['Sélmà Elkoraichi', 4], ['Azad', 5], ['Amy', 4], ['Kiaya', 5], ['Gucci Lou', 5], ['Shirley', 5], ['pourki', 5], ['Jenna Pease', 5], ['Natalie', 5], ['Shannon P.', 5], ['Marie J.', 5], ['Stepfanie Hess', 4], ['Bree Woodman', 5], ['Bella B.', 5], ['Vera', 5], ['Teresa M.', 4], ['Kerry Beth Johnson', 5], ['danielle', 5]]","[['2/3', 'cup', 'creamy peanut butter'], ['1/2', 'cup', 'chocolate chips'], ['1', 'cup', 'old fashioned oats'], ['1/2', 'cup', 'ground flax seeds'], ['2', 'tablespoons', 'honey']]",https://www.yummly.com/recipe/5-Ingredient-Peanut-Butter-Energy-Bites-2287254
106,Strawberry Cheesecake Baked French Toast Casserole,4.5,60,210.0,160.0,10.0,8.0,21.0,0.0,"[['Shalyse', 5], ['isabella coelho back', 5], ['Aletha Carroll', 2], ['Robert Pavkov III', 5], ['Shanna Yocum', 5], ['Chi', 5], ['Walker', 4], ['Morgan', 5], ['Cami Combs', 4], ['Larracuente-Ocasio', 5], ['Becca Huseman', 3], ['Naya', 5], ['Christopher', 5], ['Tran- Nguyen', 5], ['Ovidio Barroso', 5], ['Akvinder', 5], ['Yummly User', 5], ['Olivia Rigney', 4], ['King', 4], ['Joan Cristine Lareza', 4], ['VR', 5]]","[['1', 'pound', 'day-old challah bread'], ['1', 'cup', 'strawberries'], ['8', None, 'eggs'], ['1/2', 'cup', 'sugar'], ['1 7/8', 'cups', 'whole milk'], ['1 1/2', 'teaspoons', 'vanilla extract'], ['1/8', 'teaspoon', 'salt'], ['4', 'ounces', 'cream cheese'], ['1/4', 'cup', 'powdered sugar'], [None, None, 'powdered sugar']]",https://www.yummly.com/recipe/Strawberry-Cheesecake-Baked-French-Toast-Casserole-2436600
107,Quinoa Power Salad,4.5,10,430.0,30.0,23.0,7.0,55.0,12.0,"[['Melania', 5], ['Memory_error', 4], ['Natalie T.', 5], ['Tere Rivera', 5], ['Lisa VanBuhler', 4], ['Erin', 5], ['Jayne Mills', 5], ['The Chef', 5], ['Nutrition of Nashville', 5], ['linnzzerr', 5], ['Michaela S.', 5], ['Carol Champion', 5], ['Sébastien G.', 5], ['Haya A.', 5]]","[['1', 'tablespoon', 'extra-virgin olive oil'], ['1', 'tablespoon', 'lime juice'], ['1', 'tablespoon', 'honey'], ['1', 'cup', 'baby spinach'], ['1/2', 'cup', 'cooked quinoa'], ['1', 'cup', 'strawberries'], ['3/4', 'cup', 'blueberries'], ['1/2', None, 'avocado'], ['1', 'tablespoon', 'chia seeds']]",https://www.yummly.com/recipe/Quinoa-Power-Salad-1856889
108,Baked Macaroni and Cheese,4.5,60,750.0,1400.0,42.0,33.0,59.0,3.0,"[['Stephanie M.', 4], ['Philip D.', 2], ['Ferguson', 1], ['Daniela Castellanos Alvarez', 5], ['Dav W.', 1], ['Christine G.', 5], ['Katie L.', 1], ['Bob M.', 2], ['larry greg', 5], ['Normalind E.', 5], ['true J.', 5], ['Akilia Hamlet', 3], ['Chelsea Wasa', 4], ['Rachel Williams', 4], ['Sierra', 4], ['Lauren Berry', 4], ['Lisa', 5], ['Attila The Hunni', 4], ['mecell jean s.', 5], ['Shannon Guy', 5], ['Tiffany Smith', 5], ['Stacey Kendall', 5], ['Nick Sanchez', 5], ['Amanda', 5], ['Rogers', 5], ['Sam H', 1], ['Demetrius Hill', 5], ['Karen Gibson', 5], ['Beckie', 5], ['Jordan Huguenard', 1]]","[['2 1/2', 'cups', 'macaroni'], ['2 1/2', 'tablespoons', 'flour'], ['1 1/4', 'teaspoons', 'salt'], [None, None, 'pepper'], ['4', 'tablespoons', 'margarine'], ['3', 'cups', 'shredded cheddar cheese'], ['1', 'cup', 'milk']]",https://www.yummly.com/recipe/Baked-Macaroni-and-Cheese-2221642
109,Zesty Lime Shrimp and Avocado Salad,4.5,20,240.0,320.0,11.0,25.0,14.0,6.0,"[['happybunny94_ _', 5], ['Melody Willis', 5], ['Yvette Galvan', 5], ['Christian', 5], ['Mia Nibler', 5], ['Vicki Lindsay', 3], ['Jackie', 5], ['Denise C.', 3], ['SuperbLineCook', 4], ['Stephee H', 5], ['Brown', 5], ['Siddiqah Mujahid', 3], [""De'Borah McKnight"", 4], ['ChrisBeth O.', 4], ['JS', 5], ['Danielle Henderson Evans', 5], ['Matt', 4], ['Cynthia', 5], ['Andrea A.', 5], ['Dorrie Tripp', 5], ['Bryan S.', 4], ['Maureen M.', 5], ['vonSeggern', 5], ['Hurt', 5], ['Anie T.', 5], ['Kim Calloway', 5], ['Chakrabarti', 4], ['Sean K.', 5], ['Dana', 4], ['Kemberlie G.', 5]]","[['1/4', 'cup', 'red onion'], ['2', None, 'limes'], ['1', 'teaspoon', 'olive oil'], ['1/4', 'teaspoon', 'kosher salt'], ['1', 'pound', 'peeled shrimp'], ['1', None, 'medium tomato'], ['1', None, 'Hass avocado'], ['1', None, 'jalapeno'], ['1', 'tablespoon', 'chopped cilantro']]",https://www.yummly.com/recipe/Zesty-Lime-Shrimp-and-Avocado-Salad-2254669
110,BBQ Chicken Naan Bread Pizza,5.0,30,140.0,320.0,4.0,8.0,17.0,2.0,"[['Tristan Wills', 5], ['Joelle VanderSlagt', 5], ['nubianglam1 ..', 5], ['Anya Zdanowicz', 5], ['Collins', 5], ['Charnelle Brinker', 5]]","[['2', None, 'whole wheat naan'], ['1/2', None, 'red onion'], ['1', 'cup', 'arugula'], ['1', None, 'cooked chicken breasts'], ['2', 'tablespoons', 'cilantro'], ['2', 'ounces', 'mozzarella cheese'], ['1/2', 'cup', 'bbq sauce']]",https://www.yummly.com/recipe/BBQ-Chicken-Naan-Bread-Pizza-2127278
111,Sweet and Salty Candied Bacon,4.5,28,300.0,480.0,26.0,7.0,11.0,0.0,"[['Carlson', 5], ['Josh', 5], ['Amber Ray', 1], ['Avishai #TeamTeodosio', 4], ['Roger Kerse', 2], ['Elias Hardt', 5], ['claire', 5], ['Shan', 5], ['Bob Johndrow', 5], ['Neysa Younger', 4], ['Brenda J.', 5], ['Eden Klinger', 5], ['Stokes', 2]]","[['12', 'ounces', 'bacon'], ['1/4', 'cup', 'brown sugar'], ['2', 'tablespoons', 'maple syrup'], ['1', 'pinch', 'black pepper'], ['1', 'dash', 'cayenne pepper']]",https://www.yummly.com/recipe/Sweet-and-Salty-Candied-Bacon-9029436
112,French Onion Soup,4.0,105,690.0,1440.0,17.0,28.0,103.0,9.0,"[['Gary Norek', 5], ['James Baker', 3], ['Bernadette Haywood', 5], ['Candice M.', 5], ['Lainie', 5], ['Becky R.', 4]]","[['3 1/2', 'tablespoons', 'butter'], ['2 3/4', 'pounds', 'onions'], ['1', 'tablespoon', 'fresh thyme leaves'], ['1/4', 'cup', 'dry white wine'], ['4', 'cups', 'beef stock'], ['8', 'slices', 'baguette'], ['2', 'ounces', 'gruyère cheese']]",https://www.yummly.com/recipe/French-Onion-Soup-1405406
113,Zesty Quinoa with Broccoli and Cashews,3.5,50,350.0,310.0,11.0,12.0,48.0,7.0,"[['Amy Bauer', 1], ['Brittani Lee', 5], ['Julia Hammar', 3], ['Joan C.', 5], ['Jared B.', 2], ['Ilisa Hueber', 1], ['Tom Bench DC', 4], ['LoCrasto', 4], ['Donna C.', 5]]","[['1/2', 'cup', 'sun dried tomatoes'], ['1', 'cup', 'low sodium vegetable broth'], ['1', 'cup', 'red onion'], ['3', 'cloves', 'garlic'], ['3/4', 'cup', 'dry white wine'], ['1/4', 'cup', 'lemon juice'], ['1', 'cup', 'quinoa'], ['2', 'cups', 'broccoli florets'], ['1/2', 'cup', 'roasted cashew'], ['2', None, 'green onions']]",https://www.yummly.com/recipe/Zesty-Quinoa-with-Broccoli-and-Cashews-2366441
114,Super Savory Vegetarian “Meatballs”,4.0,30,290.0,1020.0,12.0,10.0,37.0,5.0,"[['Tamyra Stock', 1], ['Monica Watson', 5], ['JoAnn', 5], ['Carrie', 5], ['Alex', 3], ['Stacey', 5], ['Maria M.', 5], ['Rohan van Eeden', 4], ['rachael', 5], ['Carmen King', 4], ['Láralyn M.', 4], ['sarah d', 5]]","[['1 1/2', 'tablespoons', 'olive oil'], ['1/2', 'cup', 'onion'], ['3', None, 'garlic cloves'], ['2', 'cups', 'sliced mushrooms'], ['15', 'ounces', 'chickpeas'], ['1/2', 'cup', 'sun dried tomatoes'], ['1', 'teaspoon', 'fine sea salt'], ['1/4', 'teaspoon', 'white pepper'], ['1', 'tablespoon', 'herbs'], ['2', 'tablespoons', 'vegetarian Worcestershire sauce'], ['1', 'cup', 'breadcrumbs'], ['2', None, 'eggs'], [None, None, 'olive oil']]",https://www.yummly.com/recipe/Super-Savory-Vegetarian-Meatballs-2633682
115,Macaroni & Cheese Dinner Fiesta,4.0,40,450.0,1090.0,23.0,22.0,38.0,2.0,"[['Food Girl', 4], ['Williams', 5], ['Mali', 4], ['Patti Coddens', 4], ['Chouw Chouw', 5], ['Sami Ortiz', 4], ['Matthew Good', 4], ['Brook Rustria', 4], ['Jelena Camacho', 4], ['haha', 4]]","[['7 1/4', 'ounces', 'macaroni & cheese dinner'], ['1/2', 'pound', 'mexican chorizo'], ['1/4', 'cup', 'green peppers'], ['1/4', 'cup', 'onions']]",https://www.yummly.com/recipe/Macaroni-_-Cheese-Dinner-Fiesta-1594162
116,Easy Ground Beef and Rice Skillet,4.5,40,340.0,850.0,19.0,18.0,24.0,3.0,"[['Crystal Schiffbauer-Bowles', 5], ['Marcus', 4], ['Dametria White', 5], ['Shara Bedard', 5], ['Sir', 4], ['John', 5], ['Lisa M.', 4], ['Lynda Sindoni', 5], ['Katlin R.', 2], ['catalina', 4], ['Chan.', 5]]","[['1', 'pound', 'ground beef'], ['1', 'cup', 'onion'], ['1', 'cup', 'rice'], ['2 1/2', 'cups', 'water'], ['1', 'teaspoon', 'salt'], ['3', 'ounces', 'cream cheese'], ['2', 'cups', 'pasta sauce'], ['1', 'teaspoon', 'chili powder']]",https://www.yummly.com/recipe/Easy-Ground-Beef-and-Rice-Skillet-2497521
117,Chicken Soup,4.5,90,360.0,550.0,20.0,27.0,17.0,2.0,"[['Isabella Tedesco', 5], ['C', 5], ['Nicole', 5], ['Silvia L.', 5], ['sarah duke', 5], ['Ashley', 5], ['Debbie Mitchell', 5], ['Leslie J.', 5], ['Deanna Weigel', 5], ['Jerry', 5], ['Jamie K.', 5], ['Susan', 4], ['Natasha Tarr', 5], ['Jean', 5], ['collins', 5], ['Chloe Douglas', 5], ['gregory s.', 5], ['Maria-Salome Milanzi', 5], ['Laura E.', 5], ['Gianna P.', 5], ['nancy', 4], ['sybrine c.', 4], ['Aisha Musa', 5], ['Jaimie King', 4], ['Steven Muraco', 5], ['Hannah Ferrin', 4], ['Hendry', 4], ['The Great One', 5], ['Katherine Johnson', 5], ['Schumann', 5]]","[['55', 'grams', 'butter'], ['2', None, 'onions'], ['2', 'sticks', 'celery'], ['2', None, 'carrots'], ['25', 'grams', 'plain flour'], ['1.2', 'liters', 'chicken stock'], ['450', 'grams', 'cooked chicken'], ['1', 'tablespoon', 'fresh parsley'], [None, None, 'salt'], [None, None, 'freshly ground black pepper']]",https://www.yummly.com/recipe/Chicken-Soup-2346075
118,10-Minute Blackened Salmon,4.5,13,310.0,670.0,22.0,23.0,5.0,2.0,"[['James Tamesis', 4], ['Stephen A', 5], ['Matthew Finch', 5], ['Lorenzo Pugh', 5], ['Catherine A.', 4], ['April Gibson', 5], ['Samantha Holder', 5], ['AVERY WHITE', 5], ['Pericia Reese', 5], ['Ellis', 5], ['Flo', 5], ['Jason Betty', 5], ['Ms Williams', 5], ['Dyneen Shocks', 5], ['Brad', 5], ['Karissa', 5], ['JFY', 5], ['Brittney Lyons', 5], ['Morgan Fox', 5], ['Shea Daniels', 5], ['Gabriel', 5], ['Les', 4], ['Jack Sartini', 5], ['Parker', 5], ['Sonja Benedict', 5], ['Kiki', 4], ['Destinie L.', 5], ['Ferreira', 3], ['Leo O.', 5], ['Reena', 4]]","[['1', 'tablespoon', 'sweet paprika'], ['1', 'teaspoon', 'garlic powder'], ['1', 'teaspoon', 'dried oregano'], ['1', 'teaspoon', 'kosher salt'], ['3/4', 'teaspoon', 'cayenne pepper'], ['2', 'tablespoons', 'olive oil'], ['4', None, 'skin on salmon fillets'], ['1', None, 'lemon']]",https://www.yummly.com/recipe/10-Minute-Blackened-Salmon-2620154
119,Honey Soy Chicken Breasts,4.5,180,220.0,1340.0,3.5,26.0,20.0,0.0,"[['Gem', 5], ['Janene Curtis', 5], ['Brenda', 5], ['Dara A.', 5], ['Mariam Maher', 5], ['Jillene Stevenson', 5], ['Maria Katerelos', 5], ['Amanda R.', 3], ['Khatib', 4], ['Summer', 5], ['Lucy Williams', 4], ['Sara H.', 5], ['Allaya Arganda', 5], ['Holly Grate', 5], ['Sarah', 5], ['Margie Webb', 5], ['Jason', 5], ['Sofia Campbell', 5], ['Deborah Hathaway', 3], ['Kaitlyn McIntyre', 5], ['AspiringChef414', 5], ['Handel Carr', 5], ['Kelly R.', 5], ['MzReadous', 5], ['Raycraft', 4], ['Tanner Larson', 5], ['Jeanna Snyder', 3], ['Dansereau', 5], ['Dielah A', 5], ['Rosibell Rguez', 5]]","[['1/4', 'cup', 'honey'], ['1/3', 'cup', 'light soy sauce'], ['1/2', 'teaspoon', 'freshly ground black pepper'], ['4', 'cloves', 'minced garlic'], ['1', 'tablespoon', 'fresh ginger root'], ['4', None, 'chicken breasts']]",https://www.yummly.com/recipe/Honey-Soy-Chicken-Breasts-2192893
120,Easy Red Lentil Dhal,4.5,15,80.0,220.0,5.0,1.0,9.0,1.0,"[['JoJo', 3], ['Lisa Aldulaimi', 5], ['Nykia P.', 4], ['Jay Folson', 5], ['Simone loves veggies', 4], ['Kimberly', 5], ['Jennifer', 4], ['Nina Barraclough', 3], ['Liz R.', 5], ['Victoria Dennis', 4], ['Alex G.', 4], ['Corena Tansey', 4], ['Kiara R.', 5], ['Joel A.', 4], ['Louisa K.', 5]]","[['2 1/2', 'cups', 'pink lentils'], ['6', 'cups', 'water'], ['2', 'tablespoons', 'curry paste'], ['1/2', 'cup', 'coconut milk'], ['1/3', 'cup', 'water'], ['1/2', 'teaspoon', 'salt'], ['1/4', 'teaspoon', 'black pepper'], ['1/4', 'teaspoon', 'cayenne'], ['2', 'teaspoons', 'curry powder'], ['1/2', 'teaspoon', 'turmeric'], ['1', 'teaspoon', 'chili powder'], ['2', 'tablespoons', 'sugar'], [None, None, 'lime juice'], [None, None, 'herbs']]",https://www.yummly.com/recipe/Easy-Red-Lentil-Dhal-2268790
121,Fried Rice in a Mug,3.0,4,290.0,810.0,7.0,12.0,46.0,6.0,"[['Lori F.', 4], ['Luanne K.', 4], ['Lilchef', 4], ['Sandra B.', 4], ['Candy S.', 1]]","[['3/4', 'cup', 'frozen mixed vegetables'], ['3/4', 'cup', 'cooked brown rice'], ['4', 'teaspoons', 'reduced sodium soy sauce'], ['1/8', 'teaspoon', 'ground ginger'], ['1/8', 'teaspoon', 'garlic powder'], ['1', None, 'eggs']]",https://www.yummly.com/recipe/Fried-Rice-in-a-Mug-2212048
122,Sauteed Ground Beef and Kale,4.5,15,330.0,300.0,21.0,24.0,12.0,3.0,"[['Jen Wewers', 5], ['Clayton Hall', 5], ['tobi Omoyele', 5], ['casher', 5], ['ArcticWolf', 5], ['Elaine C.', 5], ['Stacy V.', 3], ['Cyruss NP', 5], ['Nicole W.', 5], ['Kbar', 4], ['Anna', 2], ['Melanie Higginbotham', 4], ['Celice', 3], ['Davina Sasser', 3], ['Madeleine Cassidy', 5], ['C$', 4], ['Kelle', 5], ['Amy Williams', 4], ['Hi Aminah', 4], ['Roger', 3], ['Sara', 4], ['Stefani Martin', 4], ['Kim Abbas', 5], ['Kat Myers', 5], ['Monique Rogers', 5], ['Adam Woll', 5], ['Michelle labeau', 4], ['Kelah', 4], ['Zingleton', 5], ['Sara', 5]]","[['1', 'tablespoon', 'olive oil'], ['1', None, 'chopped onion'], ['1/3', None, 'chopped green bell pepper'], ['1/3', None, 'yellow bell pepper'], ['1/3', None, 'red bell pepper'], ['1', None, 'garlic cloves'], ['1', 'pound', 'ground beef'], ['5', 'leaves', 'kale'], [None, None, 'salt'], [None, None, 'pepper']]",https://www.yummly.com/recipe/Sauteed-Ground-Beef-and-Kale-1167062
123,Low-Carb Crack Chicken Casserole,3.5,35,560.0,710.0,48.0,29.0,3.0,0.0,"[['Sara Ashton', 3], ['Liana B.', 4], ['brown', 5], ['Liza-Kenny Bentley', 5], ['Vikki', 5], ['Anna', 2], ['Ashley', 3], ['Jessica', 3], ['Hope Lyn', 5], ['Andrea D.', 5], ['Green', 5], ['Chris A.', 4], ['Sarah McDonald', 5], ['Tami', 4], ['Billy H.', 5], ['Vikki Vásquez', 4], ['Traci Gilchrist', 2], ['Jill Sandman', 5], ['Michelle Louagie', 5], ['Rylee Charrette', 5], ['Christine F.', 5], ['Margaret', 3], ['Karelisse Poventud', 4], ['Stoner-Wood', 1], ['Melissa Lann', 1], ['Newton', 1], ['Tamara J.', 5], ['Samantha Edwards', 5], ['Thelma Morrow', 4], ['Marie Basse', 1]]","[['2', 'cups', 'chicken'], ['1/2', 'pound', 'bacon'], ['1', 'cup', 'shredded cheddar cheese'], ['4', None, 'large eggs'], ['1/2', 'cup', 'heavy cream'], ['1/2', 'cup', 'ranch dressing']]",https://www.yummly.com/recipe/Low-Carb-Crack-Chicken-Casserole-2628208
